customerID,gender,SeniorCitizen,Partner,Dependents,tenure,PhoneService,MultipleLines,InternetService,OnlineSecurity,OnlineBackup,DeviceProtection,TechSupport,StreamingTV,Contract,PaperlessBilling,PaymentMethod,MonthlyCharges,TotalCharges,Churn
C100805,Female,0,No,Yes,38,Yes,No,DSL,No,Yes,No,No,No,Month-to-month,Yes,Mailed check,57.2,2135.18,0
C100806,Female,0,Yes,No,36,Yes,No,Fiber optic,Yes,No,No,No,Yes,Month-to-month,No,Electronic check,87.74,3168.02,1
C100807,Male,0,Yes,No,66,Yes,Yes,Fiber optic,No,No,No,Yes,No,Two year,Yes,Credit card,84.51,5577.75,0
C100808,Male,0,Yes,Yes,3,No,No phone service,DSL,Yes,Yes,Yes,No,Yes,One year,Yes,Electronic check,72.36,217.88,0
C100809,Female,1,Yes,Yes,64,Yes,Yes,Fiber optic,No,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,95.43,6127.02,0
C100810,Male,0,Yes,Yes,59,Yes,No,DSL,No,No,Yes,Yes,Yes,Two year,Yes,Electronic check,69.6,4067.1,0
C100811,Female,1,Yes,No,59,Yes,Yes,Fiber optic,Yes,Yes,No,No,No,Month-to-month,No,Electronic check,88.84,5202.33,0
C100812,Female,1,No,No,30,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Bank transfer,25.51,770.65,0
C100813,Male,0,Yes,Yes,37,Yes,No,DSL,No,Yes,No,No,Yes,Month-to-month,No,Mailed check,61.99,2293.56,0
C100814,Female,1,No,Yes,26,Yes,Yes,Fiber optic,No,Yes,Yes,No,Yes,One year,Yes,Credit card,96.74,2518.74,0
C100815,Female,0,No,No,18,Yes,Yes,Fiber optic,Yes,No,No,No,Yes,Month-to-month,Yes,Electronic check,93.62,1675.97,1
C100816,Male,0,No,Yes,63,No,No phone service,Fiber optic,No,No,No,No,Yes,Two year,Yes,Mailed check,82.2,5191.64,0
C100817,Male,0,No,No,36,Yes,No,Fiber optic,No,No,Yes,No,Yes,Month-to-month,Yes,Bank transfer,88.49,3204.23,1
C100818,Female,0,No,No,52,Yes,No,Fiber optic,No,Yes,No,No,No,Month-to-month,No,Mailed check,80.55,4198.09,1
C100819,Female,0,No,No,7,Yes,Yes,Fiber optic,No,No,Yes,No,Yes,Two year,Yes,Mailed check,90.72,629.83,0
C100820,Male,0,No,Yes,57,Yes,Yes,DSL,Yes,Yes,No,No,Yes,Month-to-month,Yes,Mailed check,72.04,4063.98,0
C100821,Female,1,No,No,48,Yes,No,DSL,Yes,No,Yes,No,Yes,Month-to-month,Yes,Bank transfer,70.88,3417.41,0
C100822,Male,0,No,Yes,72,Yes,No,Fiber optic,No,Yes,Yes,Yes,No,Month-to-month,No,Credit card,89.68,6481.1,0
C100823,Female,1,No,No,9,Yes,Yes,DSL,No,No,No,No,No,Month-to-month,No,Electronic check,50.77,469.79,0
C100824,Female,1,No,No,39,Yes,Yes,Fiber optic,No,No,No,Yes,Yes,Month-to-month,No,Mailed check,91.28,3542.18,1
C100825,Male,1,Yes,No,37,Yes,Yes,DSL,No,Yes,No,Yes,Yes,Month-to-month,Yes,Mailed check,75.06,2790.63,0
C100826,Female,0,No,No,39,Yes,No,Fiber optic,No,No,No,Yes,No,One year,No,Electronic check,82.06,3217.62,0
C100827,Female,1,No,Yes,3,Yes,No,Fiber optic,No,No,Yes,Yes,Yes,Month-to-month,Yes,Electronic check,94.76,315.47,1
C100828,Female,1,No,No,34,Yes,No,Fiber optic,Yes,No,Yes,No,No,Month-to-month,Yes,Credit card,87.43,2955.04,1
C100829,Male,1,No,No,21,No,No phone service,DSL,No,No,No,No,No,One year,Yes,Electronic check,44.65,933.21,1
C100830,Male,0,No,Yes,45,Yes,No,Fiber optic,Yes,Yes,No,No,No,Month-to-month,Yes,Electronic check,85.79,3875.58,1
C100831,Male,1,No,No,16,No,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Mailed check,23.12,,0
C100832,Male,1,No,No,31,Yes,Yes,Fiber optic,No,Yes,No,No,Yes,One year,Yes,Electronic check,90.74,2790.73,1
C100833,Male,0,Yes,No,45,Yes,Yes,Fiber optic,No,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,94.24,4249.11,0
C100834,Female,0,Yes,No,4,Yes,Yes,Fiber optic,No,Yes,No,Yes,Yes,Month-to-month,Yes,Electronic check,98.49,405.55,1
C100835,Female,0,Yes,No,57,Yes,No,DSL,No,No,No,No,Yes,Month-to-month,Yes,Electronic check,56.21,3205.8,1
C100836,Female,1,Yes,No,52,Yes,No,Fiber optic,No,No,No,No,Yes,Month-to-month,Yes,Electronic check,82.35,4286.46,1
C100837,Male,0,Yes,Yes,4,Yes,No,DSL,No,Yes,No,No,Yes,Month-to-month,No,Bank transfer,65.85,258.25,0
C100838,Male,0,No,No,4,Yes,No,DSL,Yes,No,No,No,No,One year,No,Electronic check,58.67,264.26,0
C100839,Female,1,No,Yes,62,Yes,Yes,Fiber optic,No,No,Yes,No,Yes,One year,Yes,Electronic check,92.33,5706.33,0
C100840,Male,0,Yes,No,20,Yes,Yes,Fiber optic,No,Yes,Yes,No,No,Month-to-month,Yes,Mailed check,93.81,1864.46,1
C100841,Female,0,No,No,62,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Electronic check,25.07,1554.63,1
C100842,Female,1,Yes,No,36,Yes,No,Fiber optic,No,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,93.51,3383.84,0
C100843,Male,1,No,Yes,24,Yes,No,Fiber optic,Yes,Yes,Yes,No,Yes,Two year,Yes,Electronic check,97.81,2317.57,1
C100844,Male,1,Yes,Yes,19,Yes,Yes,DSL,No,No,No,No,No,Two year,Yes,Electronic check,55.26,1023.77,1
C100845,Male,1,No,No,48,No,No phone service,Fiber optic,No,No,No,No,No,Month-to-month,No,Electronic check,75.73,3594.33,1
C100846,Male,0,Yes,Yes,8,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Electronic check,26.36,211.52,0
C100847,Male,1,No,Yes,29,Yes,No,Fiber optic,No,Yes,No,No,Yes,Month-to-month,No,Credit card,89.7,2579.01,0
C100848,Female,1,Yes,No,25,Yes,No,Fiber optic,Yes,Yes,No,No,Yes,Two year,No,Credit card,91.59,2281.95,0
C100849,Female,0,No,No,11,Yes,Yes,Fiber optic,Yes,Yes,Yes,No,No,Month-to-month,No,Credit card,96.94,1079.55,0
C100850,Female,0,Yes,No,25,Yes,No,Fiber optic,Yes,No,No,No,Yes,Two year,No,Electronic check,87.28,2169.08,1
C100851,Female,0,No,No,38,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Bank transfer,19.02,727.4,0
C100852,Female,0,No,No,49,Yes,No,Fiber optic,No,No,Yes,No,Yes,Month-to-month,No,Mailed check,89.82,4395.06,1
C100853,Male,0,No,No,6,Yes,No,Fiber optic,No,Yes,No,No,Yes,One year,No,Electronic check,88.06,541.82,0
C100854,Male,0,No,No,63,Yes,No,DSL,No,No,No,No,Yes,Month-to-month,No,Credit card,58.56,3698.6,0
C100855,Female,1,No,No,64,Yes,No,Fiber optic,No,No,Yes,No,Yes,Month-to-month,Yes,Bank transfer,88.03,5619.95,0
C100856,Male,0,Yes,No,50,No,No phone service,DSL,No,No,No,No,No,Two year,Yes,Electronic check,50.67,2530.29,0
C100857,Male,1,Yes,No,67,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Credit card,20.85,1417.82,0
C100858,Female,1,Yes,No,31,Yes,Yes,Fiber optic,Yes,No,No,No,Yes,Two year,Yes,Electronic check,89.13,2770.78,0
C100859,Female,1,Yes,No,59,Yes,No,Fiber optic,No,Yes,Yes,No,Yes,Two year,Yes,Mailed check,94.33,5537.72,0
C100860,Female,1,No,No,53,Yes,No,DSL,No,Yes,Yes,No,No,Month-to-month,Yes,Electronic check,58.04,3089.02,0
C100861,Female,0,No,No,41,Yes,Yes,Fiber optic,No,No,No,No,Yes,Month-to-month,Yes,Electronic check,85.12,3468.04,0
C100862,Male,1,No,No,13,Yes,Yes,Fiber optic,No,No,No,Yes,No,Month-to-month,Yes,Credit card,86.88,1157.73,1
C100863,Female,0,No,Yes,40,No,No phone service,DSL,No,Yes,No,No,Yes,One year,No,Mailed check,63.17,2547.2,0
C100864,Female,1,No,No,65,Yes,No,Fiber optic,Yes,No,No,Yes,No,Two year,Yes,Electronic check,85.61,5570.64,0
C100865,Female,0,No,Yes,71,Yes,No,DSL,Yes,No,Yes,Yes,No,Two year,Yes,Bank transfer,68.66,4878.15,0
C100866,Female,0,No,No,32,Yes,No,Fiber optic,Yes,Yes,No,No,Yes,Two year,Yes,Credit card,90.32,2885.92,1
C100867,Female,1,Yes,No,18,Yes,No,DSL,No,No,No,No,No,Month-to-month,Yes,Credit card,49.19,898.92,0
C100868,Male,0,No,No,54,Yes,No,Fiber optic,No,Yes,No,No,No,Month-to-month,No,Credit card,78.83,4249.42,0
C100869,Male,1,No,Yes,5,Yes,Yes,Fiber optic,No,Yes,No,No,No,Month-to-month,No,Credit card,84.91,429.25,1
C100870,Male,0,Yes,No,11,Yes,Yes,Fiber optic,Yes,No,No,Yes,Yes,Two year,Yes,Mailed check,100.56,1123.57,1
C100871,Male,0,Yes,No,41,Yes,No,DSL,No,No,Yes,Yes,Yes,Month-to-month,Yes,Electronic check,67.98,2776.12,1
C100872,Male,1,No,Yes,72,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Credit card,26.45,1891.97,0
C100873,Male,1,No,Yes,24,Yes,No,Fiber optic,No,No,No,Yes,No,Month-to-month,No,Electronic check,82.13,1947.14,1
C100874,Female,0,No,Yes,32,Yes,No,DSL,No,No,No,No,Yes,Month-to-month,No,Electronic check,54.22,1713.63,0
C100875,Female,0,No,Yes,23,Yes,No,DSL,Yes,No,Yes,No,Yes,Month-to-month,No,Electronic check,64.08,1437.34,0
C100876,Female,0,Yes,Yes,32,Yes,Yes,DSL,Yes,No,No,No,No,Month-to-month,Yes,Electronic check,59.98,1933.81,1
C100877,Female,1,Yes,No,0,Yes,No,Fiber optic,No,No,Yes,No,Yes,Two year,No,Mailed check,87.56,36.18,1
C100878,Female,1,No,No,43,Yes,Yes,DSL,No,No,Yes,No,No,One year,No,Credit card,59.79,2599.61,0
C100879,Female,0,No,Yes,43,Yes,No,Fiber optic,No,No,Yes,Yes,Yes,Month-to-month,No,Mailed check,94.94,4050.07,1
C100880,Male,0,No,Yes,23,Yes,Yes,Fiber optic,No,No,No,No,No,One year,Yes,Mailed check,80.45,1864.87,0
C100881,Female,0,No,Yes,19,Yes,No,Fiber optic,No,No,No,No,Yes,Month-to-month,Yes,Electronic check,84.9,1641.45,1
C100882,Male,0,Yes,No,55,Yes,No,Fiber optic,No,Yes,No,Yes,Yes,One year,Yes,Bank transfer,92.78,5093.64,0
C100883,Male,1,No,No,13,Yes,Yes,Fiber optic,Yes,Yes,No,No,No,Month-to-month,Yes,Electronic check,87.66,1141.56,1
C100884,Female,1,Yes,No,3,Yes,Yes,DSL,Yes,Yes,No,No,Yes,One year,No,Electronic check,70.81,172.28,0
C100885,Female,0,Yes,Yes,2,No,No phone service,Fiber optic,No,Yes,No,No,Yes,Month-to-month,Yes,Mailed check,88.58,182.49,1
C100886,Male,1,Yes,Yes,64,Yes,Yes,DSL,No,No,No,No,Yes,Month-to-month,Yes,Mailed check,65.49,4170.08,0
C100887,Male,0,Yes,No,26,Yes,Yes,DSL,Yes,No,No,No,No,One year,No,Electronic check,59.14,1541.56,0
C100888,Male,0,No,Yes,7,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Electronic check,15.0,73.78,0
C100889,Male,0,Yes,Yes,64,Yes,No,DSL,Yes,No,Yes,Yes,Yes,One year,No,Electronic check,71.59,4592.75,0
C100890,Male,0,Yes,Yes,10,Yes,No,DSL,Yes,No,No,No,Yes,Month-to-month,No,Bank transfer,61.33,633.83,0
C100891,Female,0,No,No,24,Yes,Yes,Fiber optic,Yes,No,No,No,Yes,Month-to-month,No,Electronic check,91.88,2189.57,1
C100892,Female,1,No,No,1,Yes,No,DSL,Yes,No,No,No,No,One year,No,Electronic check,54.18,31.44,1
C100893,Female,1,Yes,No,49,Yes,No,DSL,No,No,Yes,No,Yes,Month-to-month,Yes,Credit card,63.08,3047.66,0
C100894,Female,0,Yes,No,51,Yes,No,Fiber optic,No,Yes,No,No,No,Month-to-month,Yes,Bank transfer,79.38,4042.87,1
C100895,Female,1,Yes,Yes,55,Yes,No,Fiber optic,No,No,No,No,No,Month-to-month,No,Electronic check,77.1,4228.8,0
C100896,Female,1,No,No,19,Yes,Yes,Fiber optic,No,No,No,Yes,No,Month-to-month,Yes,Bank transfer,85.65,1596.29,1
C100897,Male,1,Yes,Yes,23,Yes,Yes,DSL,No,No,No,No,No,Month-to-month,Yes,Electronic check,53.28,1234.39,0
C100898,Male,1,Yes,No,68,Yes,No,Fiber optic,No,No,No,No,Yes,Month-to-month,No,Electronic check,83.96,5700.13,1
C100899,Female,0,Yes,No,59,Yes,Yes,Fiber optic,No,No,No,No,No,One year,Yes,Bank transfer,76.93,4517.28,0
C100900,Male,1,No,No,2,Yes,No,DSL,No,No,No,No,No,One year,Yes,Electronic check,50.78,90.47,0
C100901,Male,1,Yes,No,50,Yes,Yes,DSL,Yes,Yes,No,Yes,No,One year,Yes,Electronic check,72.21,3631.68,0
C100902,Male,1,No,Yes,59,Yes,Yes,DSL,No,No,No,No,Yes,One year,Yes,Credit card,62.71,3711.66,0
C100903,Female,0,Yes,No,40,Yes,Yes,Fiber optic,No,No,No,No,Yes,Month-to-month,No,Bank transfer,91.18,3644.46,0
C100904,Male,0,No,No,46,Yes,No,DSL,No,No,No,Yes,No,Two year,Yes,Credit card,55.76,2577.14,0
C100905,Female,0,Yes,No,0,Yes,No,Fiber optic,Yes,No,No,Yes,Yes,One year,Yes,Credit card,99.12,0.0,1
C100906,Male,0,Yes,No,2,No,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Electronic check,19.55,39.75,0
C100907,Male,0,Yes,Yes,2,Yes,Yes,DSL,No,No,Yes,No,Yes,Month-to-month,No,Mailed check,65.45,133.84,1
C100908,Male,0,No,No,11,Yes,Yes,Fiber optic,No,No,No,No,No,One year,Yes,Electronic check,80.14,872.14,0
C100909,Male,1,No,No,72,Yes,No,DSL,Yes,No,No,No,Yes,One year,Yes,Bank transfer,60.85,4389.73,0
C100910,Female,0,Yes,No,46,Yes,Yes,DSL,No,No,Yes,No,Yes,One year,No,Electronic check,66.5,3043.23,0
C100911,Male,1,Yes,Yes,57,Yes,No,Fiber optic,No,No,No,Yes,Yes,One year,Yes,Electronic check,90.79,5185.46,1
C100912,Male,0,No,No,21,Yes,Yes,Fiber optic,Yes,No,Yes,Yes,No,Two year,No,Electronic check,98.11,2071.37,1
C100913,Female,1,No,No,68,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Bank transfer,23.76,1557.04,0
C100914,Female,0,Yes,No,14,Yes,No,Fiber optic,No,Yes,No,No,No,One year,Yes,Electronic check,81.97,1171.45,0
C100915,Male,1,Yes,Yes,65,Yes,No,DSL,No,No,No,No,No,Two year,Yes,Mailed check,52.32,3339.52,0
C100916,Female,0,No,Yes,2,Yes,Yes,Fiber optic,Yes,No,No,No,No,Two year,No,Credit card,87.87,163.42,0
C100917,Female,0,No,No,1,Yes,No,DSL,No,No,No,Yes,No,Month-to-month,Yes,Bank transfer,58.06,78.57,1
C100918,Male,0,No,Yes,5,Yes,Yes,Fiber optic,No,Yes,No,Yes,No,One year,Yes,Electronic check,94.73,467.29,0
C100919,Female,1,No,No,57,Yes,Yes,Fiber optic,Yes,Yes,No,No,No,Month-to-month,Yes,Electronic check,86.24,4886.27,1
C100920,Female,0,No,No,18,Yes,Yes,DSL,Yes,Yes,Yes,Yes,No,Month-to-month,Yes,Credit card,76.36,1352.68,0
C100921,Female,1,Yes,Yes,32,Yes,No,Fiber optic,Yes,No,Yes,Yes,Yes,Month-to-month,No,Mailed check,98.27,3165.05,0
C100922,Male,1,No,Yes,34,Yes,No,Fiber optic,Yes,No,No,No,No,Month-to-month,No,Electronic check,80.24,2689.68,1
C100923,Male,0,Yes,No,57,Yes,Yes,Fiber optic,No,No,Yes,No,Yes,Month-to-month,Yes,Credit card,91.86,5258.43,0
C100924,Male,0,Yes,Yes,25,Yes,No,DSL,No,Yes,No,No,Yes,Month-to-month,Yes,Electronic check,62.67,1565.59,1
C100925,Female,0,Yes,No,0,Yes,No,DSL,Yes,No,No,No,No,Month-to-month,Yes,Electronic check,58.76,0.0,1
C100926,Female,0,Yes,No,28,Yes,No,DSL,No,No,Yes,Yes,No,One year,No,Electronic check,61.66,1714.83,0
C100927,Male,0,No,No,21,Yes,No,DSL,Yes,Yes,No,No,Yes,Two year,Yes,Electronic check,68.83,1425.03,1
C100928,Male,0,Yes,No,53,Yes,No,Fiber optic,No,No,No,No,Yes,Two year,Yes,Electronic check,82.54,4391.7,0
C100929,Female,1,Yes,No,54,Yes,No,DSL,No,No,No,No,No,Month-to-month,No,Bank transfer,50.15,2722.83,0
C100930,Female,0,No,No,6,Yes,Yes,Fiber optic,No,Yes,No,Yes,Yes,Month-to-month,No,Electronic check,100.01,565.69,0
C100931,Female,0,No,Yes,57,No,No phone service,Fiber optic,No,Yes,Yes,No,Yes,Two year,Yes,Bank transfer,93.9,5344.04,0
C100932,Male,1,No,No,5,Yes,No,DSL,No,No,No,No,No,Month-to-month,Yes,Bank transfer,52.33,244.39,0
C100933,Female,1,No,No,45,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Credit card,23.29,1074.14,0
C100934,Male,0,No,No,28,Yes,No,Fiber optic,Yes,No,No,No,No,One year,No,Electronic check,80.62,2230.34,0
C100935,Female,0,Yes,No,21,Yes,Yes,DSL,No,No,No,No,No,Month-to-month,Yes,Bank transfer,56.18,1211.85,0
C100936,Male,0,No,No,35,Yes,No,Fiber optic,Yes,No,Yes,Yes,Yes,Month-to-month,Yes,Electronic check,97.7,3418.77,1
C100937,Male,1,No,Yes,22,Yes,Yes,DSL,No,No,No,No,Yes,Month-to-month,Yes,Bank transfer,62.82,1358.89,1
C100938,Male,1,Yes,Yes,57,Yes,No,Fiber optic,Yes,No,No,No,No,Month-to-month,Yes,Electronic check,81.88,4653.65,0
C100939,Female,0,Yes,Yes,70,Yes,Yes,Fiber optic,No,Yes,Yes,No,No,Month-to-month,Yes,Bank transfer,91.73,6405.2,1
C100940,Female,0,Yes,No,59,Yes,Yes,Fiber optic,No,No,No,No,Yes,Two year,No,Electronic check,88.42,5191.48,0
C100941,Male,0,No,Yes,32,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Mailed check,21.77,698.63,0
C100942,Female,1,Yes,No,36,Yes,No,Fiber optic,No,Yes,No,No,Yes,Month-to-month,Yes,Electronic check,88.98,3178.78,1
C100943,Male,0,Yes,Yes,32,No,No phone service,Fiber optic,Yes,No,Yes,No,Yes,Month-to-month,No,Electronic check,95.4,3009.21,1
C100944,Male,0,No,Yes,57,Yes,No,DSL,Yes,No,No,No,Yes,Month-to-month,Yes,Mailed check,63.58,3616.39,0
C100945,Male,0,No,No,40,Yes,Yes,DSL,No,Yes,Yes,Yes,Yes,Month-to-month,Yes,Electronic check,79.29,3135.49,0
C100946,Female,0,Yes,No,34,Yes,No,Fiber optic,No,No,No,No,No,One year,No,Bank transfer,75.67,2557.79,0
C100947,Male,1,No,No,29,Yes,Yes,Fiber optic,No,No,No,Yes,Yes,One year,Yes,Bank transfer,89.14,2566.84,0
C100948,Female,0,Yes,No,27,Yes,No,Fiber optic,No,Yes,Yes,Yes,No,Two year,No,Mailed check,92.77,2487.25,0
C100949,Male,0,No,No,40,Yes,No,Fiber optic,No,No,Yes,No,No,Month-to-month,Yes,Bank transfer,72.7,2948.15,0
C100950,Male,1,No,Yes,50,Yes,Yes,DSL,Yes,No,No,No,No,Month-to-month,Yes,Bank transfer,56.55,2828.78,0
C100951,Male,1,Yes,No,31,No,No phone service,DSL,No,Yes,Yes,No,No,Two year,No,Credit card,60.9,1892.92,0
C100952,Female,0,No,Yes,58,Yes,No,Fiber optic,No,Yes,No,No,Yes,One year,Yes,Electronic check,88.96,5123.87,1
C100953,Male,0,No,No,60,Yes,Yes,DSL,No,No,No,Yes,Yes,One year,Yes,Mailed check,67.68,4047.43,0
C100954,Female,1,No,No,31,Yes,No,Fiber optic,No,Yes,No,No,No,Month-to-month,Yes,Bank transfer,78.58,2440.16,1
C100955,Female,0,No,No,66,Yes,No,Fiber optic,No,Yes,Yes,No,Yes,Two year,Yes,Electronic check,95.74,6298.42,0
C100956,Male,1,No,Yes,12,Yes,Yes,Fiber optic,No,No,Yes,No,Yes,Month-to-month,Yes,Electronic check,92.03,1122.54,1
C100957,Female,1,Yes,Yes,68,Yes,No,Fiber optic,No,No,Yes,Yes,Yes,Month-to-month,No,Electronic check,99.49,6740.98,1
C100958,Female,1,No,Yes,21,Yes,Yes,Fiber optic,Yes,No,No,No,No,One year,Yes,Mailed check,85.0,1779.19,0
C100959,Male,0,No,No,41,Yes,Yes,Fiber optic,No,No,No,No,Yes,Month-to-month,Yes,Electronic check,88.82,3629.74,1
C100960,Male,1,No,No,20,Yes,No,DSL,No,No,No,No,Yes,Two year,Yes,Bank transfer,61.23,1227.96,0
C100961,Male,1,Yes,No,32,Yes,Yes,Fiber optic,No,No,Yes,No,Yes,Month-to-month,Yes,Mailed check,93.26,2971.58,0
C100962,Female,0,No,Yes,24,Yes,Yes,Fiber optic,Yes,No,Yes,Yes,No,Month-to-month,Yes,Bank transfer,95.0,2274.47,1
C100963,Male,1,Yes,No,51,No,No phone service,DSL,No,No,Yes,No,Yes,Month-to-month,Yes,Electronic check,62.78,3197.09,1
C100964,Female,1,No,Yes,5,Yes,Yes,Fiber optic,No,No,No,No,No,Two year,No,Bank transfer,79.93,384.96,0
C100965,Female,1,Yes,No,61,Yes,No,Fiber optic,Yes,No,Yes,No,No,One year,Yes,Bank transfer,82.27,5028.2,0
C100966,Female,0,No,No,65,Yes,No,DSL,Yes,Yes,Yes,No,Yes,Month-to-month,Yes,Electronic check,72.49,4716.51,0
C100967,Male,0,No,Yes,41,Yes,Yes,Fiber optic,Yes,No,No,Yes,Yes,Month-to-month,No,Electronic check,98.52,4037.37,0
C100968,Female,1,No,No,39,No,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Electronic check,21.85,843.49,0
C100969,Male,0,No,Yes,51,Yes,Yes,Fiber optic,No,Yes,Yes,No,No,Month-to-month,Yes,Credit card,90.07,4609.46,1
C100970,Male,1,Yes,No,14,No,No phone service,Fiber optic,Yes,No,No,Yes,Yes,One year,No,Electronic check,94.43,1317.37,0
C100971,Male,1,No,No,54,Yes,Yes,Fiber optic,No,No,Yes,No,Yes,Month-to-month,No,Electronic check,92.79,5004.4,0
C100972,Male,1,No,Yes,15,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Electronic check,20.45,308.79,1
C100973,Male,0,Yes,No,49,Yes,Yes,Fiber optic,No,Yes,Yes,No,Yes,Month-to-month,Yes,Electronic check,99.23,4896.38,1
C100974,Male,1,Yes,No,22,Yes,No,DSL,No,Yes,No,No,Yes,One year,Yes,Electronic check,61.0,1315.21,1
C100975,Male,0,Yes,No,54,Yes,Yes,DSL,No,Yes,No,Yes,Yes,One year,Yes,Bank transfer,72.92,3952.91,0
C100976,Male,1,No,No,57,Yes,Yes,Fiber optic,No,No,No,No,Yes,One year,Yes,Mailed check,90.21,5104.07,0
C100977,Female,0,No,No,15,Yes,No,Fiber optic,Yes,No,No,No,No,One year,No,Bank transfer,79.18,1191.98,0
C100978,Male,0,No,No,45,Yes,No,DSL,No,Yes,Yes,Yes,No,Two year,No,Electronic check,64.17,2918.99,0
C100979,Female,1,Yes,No,36,No,No phone service,DSL,No,No,No,No,No,Month-to-month,No,Mailed check,50.89,1841.73,0
C100980,Female,1,No,No,21,Yes,Yes,Fiber optic,No,Yes,No,No,No,Two year,Yes,Bank transfer,85.93,1807.87,1
C100981,Female,1,Yes,Yes,42,Yes,Yes,Fiber optic,No,Yes,No,Yes,No,One year,Yes,Bank transfer,88.94,3724.21,0
C100982,Female,0,No,Yes,72,Yes,Yes,Fiber optic,No,No,No,No,Yes,Month-to-month,Yes,Credit card,88.46,6369.67,0
C100983,Female,1,Yes,No,0,Yes,Yes,Fiber optic,No,No,No,No,No,Two year,Yes,Electronic check,81.47,0.0,1
C100984,Female,1,No,Yes,69,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Mailed check,20.75,1415.95,0
C100985,Female,1,No,Yes,62,Yes,No,Fiber optic,No,No,Yes,No,No,One year,No,Bank transfer,81.26,5032.57,0
C100986,Female,1,Yes,Yes,38,Yes,No,DSL,Yes,No,No,Yes,No,Month-to-month,Yes,Electronic check,59.19,2253.24,1
C100987,Male,0,No,No,44,Yes,Yes,Fiber optic,Yes,Yes,No,Yes,No,Month-to-month,Yes,Bank transfer,97.66,4281.79,0
C100988,Male,0,No,Yes,26,Yes,No,DSL,Yes,No,No,No,Yes,Two year,Yes,Electronic check,62.39,1606.14,0
C100989,Female,1,Yes,No,9,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Electronic check,19.03,144.1,0
C100990,Male,1,Yes,No,41,Yes,Yes,DSL,No,Yes,No,No,Yes,Month-to-month,Yes,Bank transfer,69.74,2867.2,0
C100991,Female,0,No,No,59,Yes,No,Fiber optic,No,No,No,No,Yes,Month-to-month,No,Bank transfer,85.96,5082.46,0
C100992,Male,0,Yes,No,16,No,No phone service,Fiber optic,No,No,No,No,Yes,Month-to-month,No,Credit card,86.59,1390.05,1
C100993,Male,1,Yes,No,52,Yes,Yes,DSL,Yes,No,No,No,Yes,Two year,Yes,Credit card,70.63,3692.04,0
C100994,Female,1,No,No,54,Yes,No,Fiber optic,No,No,Yes,No,No,One year,No,Electronic check,79.78,4309.91,0
C100995,Female,0,No,No,55,Yes,Yes,DSL,No,No,Yes,No,Yes,Two year,Yes,Mailed check,68.71,3786.64,0
C100996,Female,1,Yes,No,24,Yes,No,Fiber optic,No,Yes,Yes,No,Yes,Month-to-month,Yes,Credit card,94.53,2274.88,0
C100997,Male,1,Yes,Yes,28,Yes,Yes,Fiber optic,No,No,Yes,No,No,Month-to-month,Yes,Electronic check,85.24,2384.96,0
C100998,Female,0,No,No,30,Yes,Yes,DSL,No,No,No,No,No,Month-to-month,Yes,Mailed check,55.26,1647.23,0
C100999,Female,0,No,Yes,62,Yes,Yes,Fiber optic,Yes,Yes,Yes,No,Yes,Month-to-month,No,Credit card,104.65,6532.43,0
